# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/umi/two_cell.counts.txt" "data/umi/two_cell.sorted.bam" "data/umi/two_cell.umi.bam" 	# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/population/NA19239_yale.counts.txt" "data/population/NA19239_yale.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	data/umi/two_cell.sorted.bam	data/umi/two_cell.umi.bam	data/population/NA19239_yale.sorted.bam
ENSG00000171446	chr17	38933060	38938786	-	5727	0	0	0
ENSG00000273352	chr18	9519447	9520197	+	751	0	0	0
ENSG00000266541	chr18	9587384	9590180	+	2797	0	0	0
ENSG00000263627	chr18	9615262	9619361	+	4100	0	0	1
ENSG00000212572	chr18	9617962	9618070	-	109	0	0	0
ENSG00000205791	chr12	12508342	12510001	-	1660	0	0	0
ENSG00000155130	chr6	114178541	114184648	+	6108	10767	61	814
ENSG00000264644	chr18	9678245	9679490	-	1246	0	0	0
ENSG00000266891	chr18	9734879	9735599	-	721	0	0	0
ENSG00000126952	chrX	101087085	101112549	-	25465	6	2	0
ENSG00000266127	chr18	9785105	9787802	+	2698	0	0	0
ENSG00000242651	chr18	9830329	9830624	-	296	0	0	0
ENSG00000007372	chr11	31806340	31839509	-	33170	3	1	11
ENSG00000165714	chr12	12510013	12619840	+	109828	4318	39	98
ENSG00000170965	chrX	133699868	133898352	-	198485	3	3	6
ENSG00000252680	chr18	9844714	9844843	-	130	0	0	0
ENSG00000163171	chr2	37869032	37965611	-	96580	213	12	143
ENSG00000188060	chr1	28918712	28921955	+	3244	0	0	0
ENSG00000265564	chr18	9880577	9880883	-	307	0	0	0
ENSG00000272799	chr18	9912313	9912846	-	534	0	0	0
ENSG00000223138	chr18	9923917	9924018	+	102	0	0	0
ENSG00000263630	chr18	10005097	10005194	-	98	0	0	0
ENSG00000265554	chr18	10125337	10144403	+	19067	1	1	0
ENSG00000264876	chr18	10323129	10372377	-	49249	0	0	2
ENSG00000168887	chr2	85833777	85839189	-	5413	0	0	0
ENSG00000107372	chr9	74966341	74980163	-	13823	2958	14	774
ENSG00000255994	chr14	70037483	70038032	-	550	0	0	0
ENSG00000266102	chr18	10375100	10378111	+	3012	0	0	0
ENSG00000121552	chr3	122044091	122060819	+	16729	0	0	0
ENSG00000239031	chr18	10389895	10389997	-	103	0	0	0
ENSG00000128285	chr22	41074754	41078818	+	4065	0	0	0
ENSG00000267909	chr14	70038216	70040339	-	2124	1	1	0
ENSG00000260913	chr18	10405130	10414512	-	9383	0	0	0
ENSG00000138279	chr10	75134859	75173834	-	38976	8132	46	730
ENSG00000131480	chr17	40996617	41002724	+	6108	0	0	16
ENSG00000265728	chr18	10594587	10604795	+	10209	1	1	1
ENSG00000268457	chr20	30309001	30309134	+	134	0	0	0
ENSG00000100647	chr14	70078313	70181859	+	103547	8405	27	656
ENSG00000266604	chr18	10612301	10626350	-	14050	2	2	0
ENSG00000130175	chr19	11546109	11561783	+	15675	112	7	1738
ENSG00000116906	chr1	231376953	231413719	+	36767	7414	39	666
ENSG00000264503	chr18	10622120	10622264	-	145	0	0	0
ENSG00000162419	chr1	28995244	29045865	+	50622	801	21	264
ENSG00000264311	chr18	10623873	10624302	-	430	0	0	0
ENSG00000264072	chr18	10627643	10628843	-	1201	0	0	0
ENSG00000160124	chr3	122078438	122102078	-	23641	3	2	113
ENSG00000266470	chr18	10632235	10632393	+	159	0	0	0
ENSG00000143612	chr1	154179182	154193104	-	13923	5709	33	1297
ENSG00000165462	chr11	71950121	71956708	-	6588	0	0	1
ENSG00000265038	chr18	10636667	10637396	+	730	0	0	0
ENSG00000260779	chr18	10661930	10666884	+	4955	0	0	0
ENSG00000264843	chr18	10704295	10709597	+	5303	0	0	0
ENSG00000125388	chr4	2965335	3042474	+	77140	11	5	44
ENSG00000102452	chr13	101706130	102068843	-	362714	16	8	6
ENSG00000264714	chr18	10724617	10728537	+	3921	0	0	0
ENSG00000107929	chr10	855484	977564	-	122081	16145	104	1270
ENSG00000088325	chr20	30327074	30389608	+	62535	92	8	1991
ENSG00000184261	chr2	47743720	47798078	-	54359	0	0	1
ENSG00000128610	chr7	121941448	121950745	-	9298	0	0	1
ENSG00000104490	chr8	102698771	103137135	-	438365	4485	47	417
ENSG00000155850	chr5	149340300	149373018	+	32719	278	6	80
ENSG00000141933	chr19	507299	519654	+	12356	0	0	31
ENSG00000196591	chr6	114254192	114332472	-	78281	2369	14	641
ENSG00000100372	chr22	41165634	41215403	-	49770	11905	77	403
ENSG00000182308	chr4	41983713	41988476	+	4764	5240	15	2
ENSG00000129667	chr17	74466973	74497872	-	30900	5	5	521
ENSG00000165091	chr9	75136717	75451267	+	314551	65	26	15
ENSG00000114023	chr3	122103023	122131181	+	28159	39833	185	968
ENSG00000099804	chr19	531714	542097	+	10384	0	0	244
ENSG00000116903	chr1	231468480	231473598	-	5119	0	0	143
ENSG00000014824	chr4	41992489	42092474	+	99986	1926	24	569
ENSG00000128951	chr15	48623208	48635570	+	12363	16841	148	790
ENSG00000203593	chr12	2113832	2120558	+	6727	0	0	0
ENSG00000256837	chr12	2127379	2129698	+	2320	0	0	0
ENSG00000077254	chr1	78161672	78225537	-	63866	555	17	356
ENSG00000151090	chr3	24158651	24536773	-	378123	34	10	2
ENSG00000256257	chr12	2157518	2158629	+	1112	0	0	0
ENSG00000111325	chr12	123459127	123464590	+	5464	0	0	0
ENSG00000173908	chr17	38948455	38956211	-	7757	0	0	1
ENSG00000256025	chr12	2329703	2332645	-	2943	0	0	0
ENSG00000186787	chrX	57144984	57147980	-	2997	0	0	30
ENSG00000256721	chr12	2378942	2398103	+	19162	0	0	0
ENSG00000141404	chr18	11688955	11885684	+	196730	20	11	8
ENSG00000256769	chr12	2712516	2716606	-	4091	0	0	0
ENSG00000010072	chr1	231472850	231490769	+	17920	3	3	68
ENSG00000203648	chr12	2769103	2770135	+	1033	0	0	0
ENSG00000118094	chr11	118528026	118550399	-	22374	2	1	3
ENSG00000104973	chr19	50321539	50342073	+	20535	105	4	360
ENSG00000197540	chr19	544034	549919	+	5886	0	0	2
ENSG00000168994	chr6	3722848	3752260	-	29413	0	0	42
ENSG00000018236	chr12	41086244	41466220	+	379977	3	3	2
ENSG00000184709	chr9	140063210	140064503	-	1294	0	0	1
ENSG00000185863	chr9	140065310	140066861	-	1552	0	0	0
ENSG00000151465	chr10	12237964	12292588	+	54625	7155	74	544
ENSG00000136014	chr12	95910336	95945266	-	34931	1	1	1
ENSG00000256271	chr12	2777666	2781386	-	3721	0	0	0
ENSG00000115761	chr2	10710892	10830101	-	119210	10	8	225
ENSG00000135766	chr1	231499497	231560790	-	61294	589	19	319
ENSG00000246627	chr12	2785167	2800366	-	15200	0	0	0
ENSG00000140481	chr15	74509613	74628813	+	119201	13	4	3
ENSG00000256150	chr12	2851792	2881074	-	29283	11	4	2
ENSG00000256902	chr12	2861763	2862298	-	536	0	0	0
ENSG00000255669	chr12	2870366	2879621	-	9256	0	0	0
ENSG00000224438	chr12	2891070	2891537	+	468	25	11	2
ENSG00000156504	chrX	133903596	133931262	-	27667	0	0	548
ENSG00000162129	chr11	72003469	72145692	-	142224	6	6	308
ENSG00000256030	chr12	2896097	2903461	-	7365	0	0	17
ENSG00000069206	chr8	24298443	24384483	+	86041	0	0	0
ENSG00000184845	chr5	174867042	174871211	-	4170	0	0	0
ENSG00000263952	chr18	10893615	10908781	+	15167	0	0	0
ENSG00000176248	chr9	140069236	140082989	-	13754	0	0	358
ENSG00000145945	chr6	3849620	3851551	+	1932	0	0	0
ENSG00000263682	chr18	11326269	11328831	+	2563	0	0	0
ENSG00000240224	chr2	234621638	234681945	+	60308	0	0	0
ENSG00000267051	chr18	11366912	11378408	-	11497	7	2	0
ENSG00000273119	chr18	11390032	11390728	-	697	0	0	0
ENSG00000270099	chr10	97620305	97684601	+	64297	0	0	0
ENSG00000165092	chr9	75515578	75695358	-	179781	14	6	2
ENSG00000270106	chr1	231664399	231954990	+	290592	246	15	24
ENSG00000241962	chr2	99757948	99939204	+	181257	2562	30	156
ENSG00000121270	chr16	48200821	48281479	-	80659	0	0	6
ENSG00000146530	chr7	12370511	12443567	-	73057	0	0	1
ENSG00000187735	chr8	54879112	54935089	-	55978	5200	51	1515
ENSG00000169727	chr17	80008567	80015346	+	6780	40	5	566
ENSG00000204610	chr6	30130993	30140473	+	9481	0	0	0
ENSG00000172270	chr19	571297	583493	+	12197	3986	33	1195
ENSG00000198492	chr1	29063133	29096287	+	33155	9865	84	703
ENSG00000258325	chr12	2906043	2922068	-	16026	0	0	9
ENSG00000049449	chr11	31833939	32127301	+	293363	8	7	108
ENSG00000182362	chr21	47706251	47717665	+	11415	1499	7	89
ENSG00000145965	chr6	3982909	3984372	+	1464	0	0	4
ENSG00000116918	chr1	231664399	231702270	+	37872	0	0	0
ENSG00000164466	chr5	174904065	174956745	+	52681	19269	96	1087
ENSG00000198925	chr2	220074494	220094439	-	19946	1	1	420
ENSG00000267564	chr18	11447755	11489368	-	41614	0	0	1
ENSG00000015479	chr5	138609441	138667360	+	57920	7717	107	2238
ENSG00000101306	chr20	30407111	30422492	+	15382	1	1	5
ENSG00000267425	chr18	11454477	11465995	+	11519	0	0	0
ENSG00000147059	chrX	57160963	57164058	-	3096	0	0	2
ENSG00000161249	chr19	35988122	36004560	-	16439	6275	15	53
ENSG00000267252	chr18	11488569	11506982	+	18414	7	2	1
ENSG00000176101	chr9	140083099	140084822	+	1724	3762	26	255
ENSG00000116329	chr1	29138654	29190208	+	51555	11	8	3
ENSG00000153395	chr5	1456595	1524092	-	67498	9225	58	2337
ENSG00000173088	chr10	97667360	97698480	+	31121	0	0	0
ENSG00000165591	chrX	57313139	57515629	+	202491	9	6	57
ENSG00000175161	chr3	85008132	86123579	+	1115448	177	39	55
ENSG00000267371	chr18	11552365	11552846	+	482	0	0	0
ENSG00000236396	chr18	11609544	11610687	+	1144	0	0	0
ENSG00000115841	chr2	38150330	38294285	+	143956	5176	22	21
ENSG00000168878	chr2	85884437	85895864	-	11428	0	0	6
ENSG00000267794	chr18	11618207	11618314	+	108	0	0	0
ENSG00000257513	chr18	11619508	11639698	-	20191	4	1	1
ENSG00000269948	chr10	97709725	97744785	+	35061	0	0	0
ENSG00000179772	chr20	30432103	30433420	-	1318	0	0	0
ENSG00000176058	chr9	140086069	140098645	-	12577	6060	17	91
ENSG00000267143	chr18	11620716	11621157	-	442	0	0	0
ENSG00000267773	chr18	11644335	11644823	+	489	0	0	0
ENSG00000260759	chr18	11666455	11670164	-	3710	0	0	0
ENSG00000267333	chr18	11745625	11747580	+	1956	0	0	0
ENSG00000267455	chr18	11810405	11811483	-	1079	0	0	0
ENSG00000081803	chr7	121958481	122526813	-	568333	36	16	20
ENSG00000180488	chr1	78245309	78344106	+	98798	185	14	235
ENSG00000267165	chr18	11851413	11852750	-	1338	0	0	0
ENSG00000272703	chr18	11857154	11857553	-	400	0	0	0
ENSG00000273141	chr18	11908711	11909222	+	512	0	0	0
ENSG00000267079	chr18	11910633	11914343	-	3711	0	0	34
ENSG00000267661	chr18	11928837	11929475	+	639	4	2	0
ENSG00000100380	chr22	41220539	41253026	-	32488	19705	97	541
ENSG00000266955	chr18	11993987	11994937	-	951	0	0	0
ENSG00000048392	chr8	103216730	103251346	-	34617	778	16	371
ENSG00000267480	chr18	12031177	12032180	-	1004	0	0	3
ENSG00000266995	chr18	12040100	12040299	-	200	0	0	0
ENSG00000131471	chr17	41003201	41010147	+	6947	0	0	8
ENSG00000188649	chr10	97733786	97792441	+	58656	0	0	0
ENSG00000267292	chr18	12050308	12050671	-	364	0	0	1
ENSG00000187713	chr9	140098534	140100090	-	1557	739	11	197
ENSG00000212712	chr18	12056675	12057821	-	1147	0	0	10
ENSG00000104722	chr8	24770525	24776607	+	6083	0	0	0
ENSG00000184937	chr11	32409321	32457176	-	47856	19	1	44
ENSG00000163755	chr3	148847371	148891519	+	44149	774	18	240
ENSG00000188848	chr4	42112955	42154895	-	41941	930	27	328
ENSG00000267533	chr18	12067172	12068416	-	1245	0	0	67
ENSG00000256616	chr18	12073231	12076653	-	3423	2	1	0
ENSG00000008277	chr7	87563458	87832204	+	268747	4796	43	195
ENSG00000149599	chr20	30435440	30458550	-	23111	0	0	3
ENSG00000160298	chr21	47720095	47743789	-	23695	9	3	260
ENSG00000116237	chr1	6281253	6296032	-	14780	7	4	439
ENSG00000244474	chr2	234627424	234681945	+	54522	0	0	0
ENSG00000135046	chr9	75766673	75785309	+	18637	1689	29	145
ENSG00000077092	chr3	25215823	25639423	+	423601	6625	47	104
ENSG00000196361	chr19	11562141	11591861	-	29721	1	1	3
ENSG00000165449	chr10	61410523	61495760	-	85238	14	5	35
ENSG00000186395	chr17	38974369	38978847	-	4479	0	0	63
ENSG00000178343	chr4	42399856	42404504	+	4649	0	0	3
ENSG00000108559	chr17	5264258	5323480	-	59223	13128	55	800
ENSG00000198455	chrX	57618269	57623906	+	5638	0	0	49
ENSG00000167920	chr17	38975358	38992522	+	17165	70	5	54
ENSG00000188566	chr9	140100147	140111461	+	11315	0	0	203
ENSG00000243135	chr2	234637754	234681945	+	44192	0	0	0
ENSG00000108091	chr10	61548521	61666414	-	117894	1019	16	557
ENSG00000269563	chr2	47799601	47801998	+	2398	0	0	0
ENSG00000267477	chr19	11577055	11616513	-	39459	0	0	0
ENSG00000242366	chr2	234668894	234681945	+	13052	0	0	0
ENSG00000187242	chr17	39017555	39023462	-	5908	0	0	0
ENSG00000173673	chr1	6304252	6305638	+	1387	0	0	0
ENSG00000112739	chr6	4021501	4065217	+	43717	5225	53	318
ENSG00000234127	chr6	30152232	30181204	-	28973	51	6	875
ENSG00000235931	chr10	61715188	61720671	-	5484	1	1	1
ENSG00000156384	chr10	105881816	105886143	+	4328	2816	23	62
ENSG00000255112	chr18	11851395	11854448	+	3054	0	0	0
ENSG00000161914	chr19	11594242	11616738	-	22497	2	1	0
ENSG00000158292	chr1	6307406	6321035	-	13630	4	4	34
ENSG00000166147	chr15	48700503	48938046	-	237544	4	4	303
ENSG00000185038	chr2	234684370	234742069	+	57700	13	7	5
ENSG00000164296	chr5	149372681	149380730	-	8050	0	0	27
ENSG00000159023	chr1	29213603	29446553	+	232951	26	20	296
ENSG00000220575	chr7	154858777	154863267	-	4491	0	0	0
ENSG00000157219	chr7	154862034	154877459	+	15426	5	2	0
ENSG00000197386	chr4	3076408	3245676	+	169269	25635	111	2305
ENSG00000171617	chr5	73923234	73937249	-	14016	0	0	267
ENSG00000118900	chr16	4896666	4932361	+	35696	1514	19	541
ENSG00000269920	chr10	97733786	97792432	+	58647	0	0	0
ENSG00000217825	chr7	154988273	154990165	-	1893	0	0	0
ENSG00000162614	chr1	78354198	78409580	+	55383	3879	34	60
ENSG00000212864	chr9	140114707	140116033	-	1327	8	8	43
ENSG00000206538	chr3	86987119	87040269	-	53151	1	1	0
ENSG00000113716	chr5	149379884	149432386	+	52503	1448	22	664
ENSG00000140459	chr15	74630100	74660081	-	29982	4	1	7
ENSG00000197191	chr9	140119087	140120763	+	1677	0	0	2
ENSG00000074527	chr12	96051583	96184930	-	133348	1319	31	23
ENSG00000113749	chr5	175085033	175113245	+	28213	0	0	4
ENSG00000233198	chr9	140122018	140124090	+	2073	0	0	0
ENSG00000156500	chrX	133930819	133988640	+	57822	74	7	92
ENSG00000186480	chr7	155089486	155101945	+	12460	10750	47	1330
ENSG00000107443	chr10	97803151	97820627	+	17477	0	0	0
ENSG00000006747	chr7	12610203	12693228	+	83026	9	3	48
ENSG00000198569	chr9	140125209	140131006	+	5798	0	0	2
ENSG00000198963	chr9	77112281	77308093	+	195813	3	3	2
ENSG00000083937	chr3	87276421	87304698	+	28278	3	1	134
ENSG00000124406	chr4	42410390	42659122	-	248733	13215	62	1076
ENSG00000104960	chr19	50353992	50364001	+	10010	0	0	133
ENSG00000145920	chr5	175223313	175311023	+	87711	11	4	8
ENSG00000258092	chr12	2906302	2913104	-	6803	0	0	0
ENSG00000198542	chr13	102104966	102375456	+	270491	10	9	4
ENSG00000130159	chr19	11616731	11639989	-	23259	120	11	341
ENSG00000222493	chr12	2969115	2969199	+	85	0	0	0
ENSG00000238689	chr12	3038131	3038191	+	61	0	0	0
ENSG00000252996	chr12	3063406	3063504	-	99	0	0	0
ENSG00000250899	chr12	3150603	3154116	+	3514	0	0	1
ENSG00000234589	chr12	3180698	3181314	-	617	4646	117	926
ENSG00000256197	chr12	3258963	3260642	+	1680	0	0	0
ENSG00000182578	chr5	149432854	149492935	-	60082	102	8	25
ENSG00000116062	chr2	47922669	48037240	+	114572	229	19	54
ENSG00000188229	chr9	140135665	140138159	+	2495	1355	21	1729
ENSG00000273045	chr2	99757948	99767950	+	10003	0	0	0
ENSG00000181481	chr17	29295803	29326929	+	31127	2827	38	133
ENSG00000168152	chr4	83821837	83841122	+	19286	293	4	15
ENSG00000227081	chr12	3320775	3321096	-	322	0	0	0
ENSG00000165966	chr12	41582250	41968392	+	386143	14808	106	312
ENSG00000271605	chr17	62461569	62464760	+	3192	1	1	10
ENSG00000022976	chr14	102783714	102809044	+	25331	4957	30	169
ENSG00000250770	chr12	3405368	3409390	-	4023	0	0	2
ENSG00000236908	chr12	3427884	3434509	+	6626	0	0	0
ENSG00000097021	chr1	6324329	6454451	-	130123	6094	38	600
ENSG00000257048	chr12	3476999	3480512	+	3514	0	0	0
ENSG00000118898	chr16	4932508	5010742	-	78235	2	2	7
ENSG00000188163	chr9	140138036	140142222	-	4187	0	0	0
ENSG00000171431	chr17	39032193	39041479	-	9287	0	0	0
ENSG00000102466	chr13	102372134	103054124	-	681991	147	16	32
ENSG00000197748	chr10	105889646	105992120	-	102475	4	2	12
ENSG00000123485	chr2	234742062	234763212	-	21151	1666	20	803
ENSG00000256525	chr17	62473902	62493154	-	19253	3	2	193
ENSG00000111266	chr12	12628829	12715317	-	86489	18840	59	669
ENSG00000118482	chr6	64345725	64489229	+	143505	1689	21	969
ENSG00000204599	chr6	30294256	30311506	+	17251	0	0	21
ENSG00000131044	chr20	30458505	30532764	+	74260	7	2	5
ENSG00000197768	chr9	140145713	140147934	+	2222	0	0	1
ENSG00000198205	chrX	57931864	57937067	-	5204	0	0	48
ENSG00000108244	chr17	39078948	39093886	-	14939	0	0	0
ENSG00000256691	chr12	3571884	3572752	-	869	0	0	0
ENSG00000186767	chrX	62567107	62571223	-	4117	0	0	0
ENSG00000110367	chr11	118620034	118661858	-	41825	6389	34	700
ENSG00000267722	chr18	12081539	12085266	+	3728	0	0	0
ENSG00000196981	chr3	122130715	122134882	-	4168	26	3	40
ENSG00000267478	chr18	12091673	12093140	-	1468	0	0	86
ENSG00000200827	chr18	12098426	12098531	+	106	0	0	0
ENSG00000267162	chr18	12101996	12102469	-	474	0	0	0
ENSG00000154889	chr18	11882621	11909222	-	26602	161	9	170
ENSG00000188986	chr9	140149625	140167998	+	18374	319	10	689
ENSG00000267116	chr18	12192202	12192933	-	732	0	0	17
ENSG00000267643	chr18	12200778	12201978	+	1201	0	0	0
ENSG00000129197	chr17	5322961	5336196	+	13236	2160	36	111
ENSG00000099822	chr19	589893	617159	+	27267	5	4	9
ENSG00000267733	chr18	12201981	12223538	+	21558	0	0	7
ENSG00000144182	chr2	99771418	99779620	+	8203	0	0	0
ENSG00000162946	chr1	231762561	232177018	+	414458	17	12	23
ENSG00000149100	chr11	32605344	32627808	+	22465	29770	105	1565
ENSG00000267076	chr18	12211377	12211806	+	430	0	0	0
ENSG00000205740	chr10	1017097	1034281	-	17185	0	0	30
ENSG00000267247	chr18	12230410	12231572	-	1163	0	0	0
ENSG00000267663	chr18	12246588	12247054	+	467	5	1	0
ENSG00000267069	chr18	12288307	12291487	+	3181	0	0	0
ENSG00000198113	chr9	140172201	140177093	+	4893	1	1	202
ENSG00000131089	chrX	62854847	63005426	-	150580	1839	10	258
ENSG00000135439	chr12	58118980	58135940	-	16961	0	0	199
ENSG00000199702	chr18	12304090	12304193	-	104	0	0	0
ENSG00000251937	chr18	12400411	12400472	+	62	0	0	0
ENSG00000134900	chr13	103249353	103331521	+	82169	22187	76	1153
ENSG00000256786	chr18	12431581	12432232	+	652	0	0	0
ENSG00000160683	chr11	118754475	118768508	+	14034	0	0	1
ENSG00000198435	chr9	140194083	140196703	-	2621	0	0	5
ENSG00000243507	chr12	3578116	3578462	+	347	0	0	0
ENSG00000267108	chr18	12432896	12437634	+	4739	0	0	6
ENSG00000051596	chr5	175344876	175461683	-	116808	28	8	104
ENSG00000196138	chr12	3797876	3799650	-	1775	0	0	0
ENSG00000267199	chr18	12438889	12448204	+	9316	0	0	22
ENSG00000222338	chr12	3835388	3835493	-	106	0	0	0
ENSG00000118976	chr12	3948625	3951691	+	3067	0	0	0
ENSG00000267515	chr18	12450446	12451041	+	596	0	0	0
ENSG00000268923	chr6	31973945	31974881	-	937	0	0	0
ENSG00000256862	chr12	3980900	4019504	+	38605	2	2	3
ENSG00000238309	chr18	12533423	12533524	-	102	0	0	0
ENSG00000196236	chr22	41253081	41363838	+	110758	4	2	162
ENSG00000267249	chr18	12670425	12671144	-	720	0	0	0
ENSG00000266961	chr18	12738964	12750067	-	11104	0	0	0
ENSG00000256969	chr12	4130143	4135824	+	5682	3	1	0
ENSG00000102910	chr16	48278207	48397033	+	118827	8976	50	779
ENSG00000114030	chr3	122140796	122233792	-	92997	19	9	161
ENSG00000267654	chr18	12739489	12749420	-	9932	0	0	0
ENSG00000256356	chr12	4206617	4208685	+	2069	45	8	643
ENSG00000151150	chr10	61786056	62493248	-	707193	31	25	21
ENSG00000201466	chr18	12760716	12760817	+	102	0	0	0
ENSG00000162613	chr1	78409740	78444794	-	35055	27903	108	1395
ENSG00000260302	chr18	12774650	12775922	-	1273	0	0	0
ENSG00000267570	chr18	12911185	12912022	+	838	0	0	0
ENSG00000189308	chr4	83831126	83934079	-	102954	8964	48	275
ENSG00000267336	chr18	12912843	12913905	+	1063	0	0	0
ENSG00000266969	chr18	12984693	12991172	-	6480	0	0	0
ENSG00000138623	chr15	74701630	74726808	-	25179	1	1	2668
ENSG00000186174	chr11	118764584	118796317	-	31734	1	1	126
ENSG00000267656	chr18	13139779	13140488	-	710	0	0	25
ENSG00000171421	chr5	1798500	1801480	-	2981	12966	91	270
ENSG00000267032	chr18	13151636	13152688	-	1053	0	0	0
ENSG00000099821	chr19	617223	633597	-	16375	1	1	159
ENSG00000267286	chr18	13183401	13185616	-	2216	0	0	0
ENSG00000131482	chr17	41052814	41065386	+	12573	0	0	1
ENSG00000267239	chr18	13203773	13216366	-	12594	0	0	0
ENSG00000100650	chr14	70193617	70238722	+	45106	9459	93	1436
ENSG00000267177	chr18	13234944	13236469	-	1526	0	0	0
ENSG00000267393	chr18	13362202	13366242	-	4041	0	0	0
ENSG00000242444	chr12	4218827	4227298	-	8472	2	1	53
ENSG00000267690	chr18	13419420	13427479	-	8060	0	0	0
ENSG00000166432	chrX	101137262	101187004	-	49743	2	2	40
ENSG00000064835	chr3	87308554	87325737	-	17184	16	4	0
ENSG00000266146	chr18	13459946	13460025	+	80	0	0	0
ENSG00000273155	chr2	99771461	99811761	+	40301	0	0	0
ENSG00000267694	chr18	13461019	13470822	-	9804	0	0	0
ENSG00000249853	chr6	114376750	114664209	-	287460	0	0	0
ENSG00000256164	chr12	4357931	4385350	-	27420	0	0	2
ENSG00000186714	chr11	32623792	32816204	-	192413	148	12	44
ENSG00000187609	chr9	140201348	140317714	-	116367	17	11	82
ENSG00000107937	chr10	1034338	1065876	+	31539	544	19	738
ENSG00000267529	chr18	13471849	13472669	-	821	0	0	0
ENSG00000267702	chr18	13486461	13490675	+	4215	0	0	0
ENSG00000267366	chr18	13500640	13501288	-	649	0	0	0
ENSG00000267136	chr18	13514519	13522887	-	8369	0	0	0
ENSG00000272746	chr18	13526077	13526687	+	611	0	0	0
ENSG00000267503	chr18	13561398	13565034	-	3637	0	0	0
ENSG00000110375	chr11	118795873	118829269	+	33397	4	2	20
ENSG00000263527	chr18	13611113	13611199	+	87	0	0	0
ENSG00000266954	chr18	13644814	13645684	-	871	0	0	0
ENSG00000158411	chr2	99777890	99797521	-	19632	0	0	0
ENSG00000266606	chr18	13665114	13665165	+	52	0	0	0
ENSG00000242707	chr18	13715099	13715367	-	269	0	0	0
ENSG00000211528	chr18	13823914	13823985	-	72	0	0	0
ENSG00000243779	chr18	13919602	13919922	-	321	145	19	4
ENSG00000270469	chr18	14053950	14054760	+	811	0	0	5
ENSG00000267756	chr18	14074911	14075740	-	830	0	0	0
ENSG00000204960	chr7	155149680	155160629	-	10950	0	0	0
ENSG00000267150	chr18	14089934	14091018	+	1085	0	0	0
ENSG00000267356	chr18	14104541	14105225	+	685	0	0	0
ENSG00000218672	chr7	155174771	155189051	+	14281	0	0	1
ENSG00000252234	chr18	14118593	14118701	-	109	0	0	0
ENSG00000267704	chr18	14137709	14139271	+	1563	0	0	0
ENSG00000176302	chr11	118842417	118852001	+	9585	1	1	1
ENSG00000186187	chr16	75032928	75144892	+	111965	14	8	127
ENSG00000260415	chr12	52203789	52206636	+	2848	0	0	0
ENSG00000164778	chr7	155250824	155257526	+	6703	0	0	2
ENSG00000267324	chr18	14143595	14151138	-	7544	1	1	1
ENSG00000111696	chr12	104164231	104234975	-	70745	3592	19	127
ENSG00000088356	chr20	30532758	30539895	-	7138	0	0	155
ENSG00000175319	chr18	14152998	14157341	-	4344	0	0	2
ENSG00000151233	chr12	42475647	42538681	-	63035	49	8	116
ENSG00000146910	chr7	155266901	155326557	-	59657	2	2	17
ENSG00000113721	chr5	149493400	149535435	-	42036	0	0	11
ENSG00000255920	chr12	4361901	4384231	-	22331	0	0	0
ENSG00000147459	chr8	25042238	25275598	+	233361	94	24	108
ENSG00000095585	chr10	97951458	98031344	-	79887	13071	97	1352
ENSG00000167612	chr12	52281744	52285448	+	3705	0	0	0
ENSG00000077097	chr3	25639475	25706398	-	66924	11523	64	1651
ENSG00000186481	chr18	14179096	14249455	+	70360	313	10	36
ENSG00000260903	chr20	30555805	30591190	+	35386	2	2	2
ENSG00000224389	chr6	31982539	32003195	+	20657	0	0	3
ENSG00000144407	chr2	209224438	209719227	+	494790	2902	50	19
ENSG00000186166	chr11	118868852	118886501	+	17650	9503	39	109
ENSG00000166816	chr16	75145758	75150669	-	4912	0	0	4
ENSG00000144481	chr2	234826043	234928166	+	102124	2	2	5
ENSG00000101331	chr20	30598245	30619984	+	21740	2	2	0
ENSG00000212329	chr18	14190699	14190805	+	107	0	0	0
ENSG00000103184	chr16	5008318	5069159	+	60842	2	2	6
ENSG00000139780	chr13	103338094	103346854	-	8761	0	0	0
ENSG00000266145	chr18	14222007	14222330	+	324	0	0	0
ENSG00000264222	chr18	14244624	14252139	+	7516	0	0	0
ENSG00000039650	chr19	50364461	50371166	-	6706	0	0	165
ENSG00000111269	chr12	12764761	12798042	+	33282	932	17	236
ENSG00000265787	chr18	14337422	14342524	+	5103	1	1	7
ENSG00000101928	chrX	134021656	134049297	-	27642	966	11	62
ENSG00000265437	chr18	14361433	14361942	-	510	0	0	61
ENSG00000120992	chr8	54958938	55014577	-	55640	2624	28	416
ENSG00000187589	chr18	14377545	14378756	-	1212	15	4	22
ENSG00000015153	chr12	42550906	42632151	-	81246	19192	102	144
ENSG00000265296	chr18	14391912	14393908	-	1997	0	0	11
ENSG00000175820	chr13	103381801	103389159	-	7359	0	0	1
ENSG00000183150	chr12	12813825	12849141	-	35317	1694	22	124
ENSG00000188747	chr9	140317802	140328858	+	11057	1	1	6
