type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
reads	250000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87689	0.98678	0.82728	0.98645	6097	22	108083.712	2252.776	0.93826	0.92546
molecules	250000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89303	0.98744	0.84686	0.98758	6097	22	23265.432	447.872	0.98373	0.97929
reads	500000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9346	0.97732	0.93536	0.98369	12180	43	230965.096	4554.184	0.91377	0.94132
molecules	500000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93574	0.98202	0.93776	0.9809	12180	43	29194.312	517.904	0.98803	0.98745
reads	500000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82248	0.84054	0.82627	0.90514	6085	22	14791.768	50.008	0.71856	0.79905
molecules	500000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79927	0.84863	0.81913	0.8845	6085	22	2128.072	5.712	0.94833	0.95269
reads	500000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87713	0.98663	0.82696	0.98871	6097	22	216183.28	4507.376	0.93711	0.92442
molecules	500000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89116	0.98673	0.84428	0.98616	6097	22	27067.984	512.568	0.9879	0.98379
reads	1500000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93442	0.97869	0.93561	0.98278	12186	43	693044.832	13662.464	0.89956	0.94073
molecules	1500000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92781	0.98435	0.93225	0.97825	12186	43	37697.248	653.376	0.99363	0.99202
reads	1500000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82117	0.84479	0.82678	0.9074	6091	22	44408.2	150.776	0.68691	0.79731
molecules	1500000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76609	0.85157	0.80239	0.86554	6091	22	2899.712	7.424	0.97055	0.9703
reads	1500000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87737	0.98693	0.82739	0.98871	6097	22	648666.472	13521.456	0.93589	0.92336
molecules	1500000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8857	0.98392	0.83754	0.98419	6097	22	34799.824	646.408	0.99303	0.98894
reads	4000000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.93713	0.98194	0.93792	0.97946	12189	43	1897189.64	33870.776	0.88981	0.94295
molecules	4000000	all	5	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.92322	0.98104	0.92901	0.97512	12189	43	53717.472	899.952	0.99681	0.99571
reads	4000000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.82782	0.86184	0.83137	0.88368	6094	22	118857.104	369.008	0.66674	0.80359
molecules	4000000	lower	5	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74517	0.84134	0.79103	0.8477	6094	22	4279.72	10.616	0.98543	0.98432
reads	4000000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88123	0.98555	0.83277	0.98645	6097	22	1778401.088	33529.96	0.93563	0.92526
molecules	4000000	upper	5	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88219	0.97733	0.83425	0.98419	6097	22	49440.648	890.12	0.99583	0.99373
reads	50000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92471	0.96429	0.92964	0.97734	12086	42	23096.032	437.92	0.95426	0.94228
molecules	50000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93268	0.97272	0.93653	0.97617	12086	42	13473.096	247.92	0.96928	0.971
reads	50000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79125	0.75538	0.80595	0.86522	5991	21	1491.264	4.88	0.77625	0.80056
molecules	50000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.80298	0.79055	0.82017	0.85318	5991	21	906.696	2.736	0.87073	0.89489
reads	50000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87284	0.98545	0.82353	0.98645	6097	22	21605.792	433.344	0.94422	0.9262
molecules	50000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88481	0.98559	0.83816	0.98758	6097	22	12567.104	245.312	0.97192	0.96344
reads	250000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93098	0.97887	0.93391	0.97746	12168	43	115420.2	2192.624	0.92577	0.94253
molecules	250000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9375	0.98262	0.93963	0.9764	12168	43	25093.952	441.448	0.98426	0.98393
reads	250000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81148	0.82298	0.82171	0.869	6073	22	7440.096	24.68	0.74569	0.80485
molecules	250000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.80925	0.84152	0.82539	0.8565	6073	22	1780.768	4.872	0.93046	0.94082
reads	250000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8765	0.98678	0.82631	0.98984	6097	22	107985.472	2169.536	0.93887	0.92615
molecules	250000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89239	0.98668	0.84564	0.98306	6097	22	23314.712	436.872	0.98458	0.98036
reads	500000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93204	0.97678	0.93432	0.9775	12179	43	230879.264	4380.696	0.91304	0.94183
molecules	500000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93409	0.98245	0.93689	0.97833	12179	43	29305.96	506.344	0.98863	0.98778
reads	500000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81492	0.81201	0.82356	0.86448	6084	22	14896.192	48.056	0.72116	0.80351
molecules	500000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79343	0.8404	0.8164	0.86603	6084	22	2148.064	5.488	0.9503	0.95532
reads	500000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8766	0.98627	0.82607	0.99097	6097	22	215993.528	4335.6	0.93769	0.92493
molecules	500000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89049	0.98603	0.8431	0.98532	6097	22	27159.744	501.192	0.98858	0.98431
reads	1500000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93267	0.9786	0.9346	0.97569	12186	43	692775.104	13123.232	0.89777	0.94105
molecules	1500000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9271	0.98079	0.93152	0.97546	12186	43	37993.136	641.152	0.99391	0.99212
reads	1500000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81725	0.82204	0.82437	0.85658	6091	22	44724.848	146.552	0.68931	0.80195
molecules	1500000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.7642	0.81523	0.79972	0.84463	6091	22	2932.928	7.136	0.97123	0.9715
reads	1500000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8768	0.98608	0.82631	0.99097	6097	22	648081.368	12985.496	0.93615	0.92331
molecules	1500000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88524	0.98264	0.83656	0.98419	6097	22	35062.568	634.448	0.99339	0.98912
reads	4000000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.93695	0.98296	0.93766	0.9781	12189	43	1887391.816	32353.208	0.89388	0.94186
molecules	4000000	all	6	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.92367	0.98074	0.92936	0.97369	12189	43	53867.872	868.52	0.99695	0.99583
reads	4000000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.82497	0.85089	0.83045	0.85997	6094	22	118578.432	355.4	0.67372	0.80024
molecules	4000000	lower	6	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74627	0.83395	0.79175	0.83931	6094	22	4295.384	10.408	0.98579	0.98477
reads	4000000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88126	0.98593	0.83308	0.98758	6097	22	1768881.608	32022.656	0.93559	0.92508
molecules	4000000	upper	6	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88279	0.97757	0.83498	0.98193	6097	22	49575.4	858.896	0.99598	0.99374
reads	50000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92617	0.97747	0.93191	0.97678	12107	43	23300.024	443.536	0.95405	0.94277
molecules	50000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93384	0.98332	0.93855	0.98089	12107	43	13507.88	249.728	0.97004	0.97117
reads	50000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.78889	0.82161	0.80954	0.87256	6012	22	1486.232	4.944	0.77466	0.79911
molecules	50000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.80116	0.86617	0.82406	0.89649	6012	22	899.872	2.824	0.87056	0.89355
reads	50000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87604	0.98187	0.82616	0.98193	6097	22	21814.824	439.008	0.94432	0.92773
molecules	50000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88741	0.98515	0.8402	0.98871	6097	22	12608.648	247.104	0.97192	0.96379
reads	250000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93498	0.97927	0.93605	0.97689	12175	43	116472.424	2228.512	0.92455	0.94337
molecules	250000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93977	0.98453	0.9412	0.98293	12175	43	25078.184	442.256	0.98434	0.98398
reads	250000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82164	0.844	0.82593	0.88249	6080	22	7416.072	25.464	0.74214	0.80512
molecules	250000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81539	0.86822	0.82988	0.90082	6080	22	1763.728	4.936	0.92896	0.94099
reads	250000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87871	0.98323	0.82844	0.98758	6097	22	109061.632	2204.84	0.93877	0.92679
molecules	250000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89392	0.98627	0.84744	0.98758	6097	22	23315.952	437.656	0.98434	0.98046
reads	500000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93614	0.9782	0.93653	0.97418	12182	43	232944.072	4456.016	0.91172	0.94254
molecules	500000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93626	0.9844	0.93812	0.98358	12182	43	29265.936	507.016	0.98855	0.9877
reads	500000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82633	0.83426	0.82844	0.85771	6087	22	14840.976	49.8	0.71651	0.80283
molecules	500000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.8006	0.86496	0.8205	0.90082	6087	22	2130.472	5.6	0.94786	0.95438
reads	500000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87888	0.98331	0.82856	0.98758	6097	22	218113.28	4409.48	0.93717	0.92574
molecules	500000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89162	0.98572	0.84442	0.98871	6097	22	27137.24	501.792	0.98838	0.9847
reads	1500000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93625	0.97892	0.93674	0.97267	12186	43	699106.048	13370.088	0.89825	0.94191
molecules	1500000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92862	0.98384	0.93259	0.97874	12186	43	37936.392	644.168	0.99392	0.9922
reads	1500000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82685	0.83495	0.82925	0.85545	6091	22	44534.744	151.48	0.68816	0.80212
molecules	1500000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76924	0.84993	0.8032	0.86578	6091	22	2911.664	7.304	0.97012	0.97132
reads	1500000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8789	0.98344	0.82875	0.98758	6097	22	654601.952	13228.296	0.93545	0.92433
molecules	1500000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88613	0.98293	0.83769	0.98758	6097	22	35027.024	637.32	0.99339	0.98959
reads	4000000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.93688	0.98216	0.93716	0.98173	12187	43	1877172.328	33100.536	0.89496	0.9425
molecules	4000000	all	7	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.92328	0.98165	0.92885	0.97165	12187	43	54090.36	894.2	0.99733	0.99597
reads	4000000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.82717	0.85261	0.83041	0.89836	6092	22	119121.272	389.664	0.67755	0.80389
molecules	4000000	lower	7	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74767	0.835	0.79166	0.82406	6092	22	4335.784	10.952	0.98617	0.98499
reads	4000000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.87964	0.98656	0.83026	0.98984	6097	22	1758125.536	32739.856	0.93603	0.92524
molecules	4000000	upper	7	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88124	0.98002	0.83271	0.98193	6097	22	49757.44	884.08	0.99685	0.99435
reads	50000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9256	0.98006	0.93095	0.97398	12098	43	23362.096	441.416	0.95395	0.94244
molecules	50000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93376	0.98505	0.93779	0.97719	12098	43	13626.608	248.672	0.9694	0.97095
reads	50000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79103	0.84205	0.80914	0.86522	6003	22	1482.248	4.952	0.77409	0.79718
molecules	50000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.80436	0.89181	0.82343	0.88801	6003	22	902.44	2.776	0.87026	0.89397
reads	50000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87358	0.98086	0.82534	0.98164	6097	22	21880.84	436.896	0.94365	0.92768
molecules	50000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88563	0.984	0.83951	0.98419	6097	22	12724.816	246.112	0.97133	0.96274
reads	250000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93445	0.98191	0.93479	0.97478	12178	43	116794.72	2219.784	0.92453	0.94272
molecules	250000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.94009	0.98432	0.94087	0.97678	12178	43	25466.712	442.136	0.98415	0.98396
reads	250000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82158	0.86276	0.82459	0.88588	6083	22	7427.152	24.92	0.74423	0.80414
molecules	250000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81716	0.87205	0.82871	0.87338	6083	22	1782.712	4.912	0.93066	0.94136
reads	250000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87678	0.9821	0.82797	0.98532	6097	22	109372.736	2196.952	0.93711	0.92652
molecules	250000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89332	0.98477	0.84781	0.98277	6097	22	23685.432	437.624	0.98408	0.98018
reads	500000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93546	0.98173	0.93534	0.97508	12181	43	233627.28	4428.52	0.91213	0.9418
molecules	500000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93658	0.98456	0.93805	0.98014	12181	43	29744.088	507.04	0.98838	0.9877
reads	500000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82579	0.8561	0.82683	0.86787	6086	22	14865.416	48.536	0.71916	0.80145
molecules	500000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.8019	0.86948	0.81945	0.88097	6086	22	2152.8	5.56	0.95006	0.95503
reads	500000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87712	0.98281	0.82809	0.98758	6097	22	218771.736	4383.728	0.93593	0.9257
molecules	500000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89146	0.98525	0.84504	0.98955	6097	22	27592.976	501.928	0.98797	0.98414
reads	1500000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93559	0.98219	0.93568	0.97403	12186	43	701069.6	13277.272	0.8979	0.94101
molecules	1500000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92867	0.98495	0.93259	0.97889	12186	43	38442.904	641.416	0.99376	0.99234
reads	1500000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.82614	0.85861	0.8279	0.86787	6091	22	44629.72	146.704	0.68715	0.79911
molecules	1500000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76877	0.87162	0.80252	0.87256	6091	22	2936.816	7.24	0.97215	0.97216
reads	1500000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87734	0.98307	0.82825	0.98758	6097	22	656469.304	13142.192	0.93477	0.92447
molecules	1500000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88635	0.98282	0.8384	0.98758	6097	22	35508.36	634.728	0.99271	0.98899
reads	4000000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.93678	0.98308	0.93657	0.9781	12190	43	1876948.32	33101.024	0.89253	0.94229
molecules	4000000	all	8	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.92238	0.98128	0.92776	0.97535	12190	43	54060.944	889.32	0.99716	0.99596
reads	4000000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.82796	0.85666	0.82833	0.87013	6095	22	120135.072	377.832	0.67176	0.80226
molecules	4000000	lower	8	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74533	0.83298	0.78923	0.85174	6095	22	4360.456	10.704	0.98604	0.98525
reads	4000000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.87943	0.98563	0.83048	0.98758	6097	22	1756881.24	32750.192	0.9367	0.92579
molecules	4000000	upper	8	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.87995	0.97823	0.83125	0.98193	6097	22	49703.32	879.392	0.99648	0.99398
reads	50000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92518	0.9808	0.93086	0.97927	12109	43	23271.032	429.8	0.95391	0.94287
molecules	50000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93284	0.98562	0.93731	0.9821	12109	43	13610.288	245.944	0.96967	0.97084
reads	50000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.78598	0.84196	0.8066	0.87652	6014	22	1483.392	4.912	0.77603	0.79997
molecules	50000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79904	0.88404	0.82159	0.90447	6014	22	905.936	2.736	0.87019	0.89443
reads	50000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87488	0.98429	0.82529	0.98419	6097	22	21788.544	425.32	0.94327	0.92689
molecules	50000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8855	0.98511	0.83841	0.98419	6097	22	12704.952	243.384	0.97107	0.96266
reads	250000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93271	0.98229	0.93486	0.98309	12177	43	116301.4	2157.584	0.92434	0.94269
molecules	250000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9383	0.98334	0.9403	0.98324	12177	43	25368.504	441.816	0.98436	0.98401
reads	250000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81319	0.85942	0.82271	0.90627	6082	22	7408.512	24.144	0.74357	0.80471
molecules	250000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.80999	0.85608	0.82791	0.89856	6082	22	1784.752	4.816	0.9301	0.94144
reads	250000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87741	0.9849	0.82783	0.98193	6097	22	108897.888	2135.424	0.93669	0.92563
molecules	250000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89243	0.98628	0.84599	0.98193	6097	22	23585.176	437.344	0.98398	0.98022
reads	500000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93408	0.98231	0.93531	0.98093	12184	43	232634.008	4310.392	0.91173	0.94174
molecules	500000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93512	0.98246	0.93738	0.98256	12184	43	29577.144	505.992	0.98873	0.98783
reads	500000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81828	0.86276	0.82492	0.88901	6089	22	14834.016	46.632	0.71826	0.80203
molecules	500000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79616	0.85101	0.81851	0.9	6089	22	2154.576	5.504	0.94943	0.95504
reads	500000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87763	0.98511	0.82768	0.98419	6097	22	217809.736	4267.456	0.93535	0.92464
molecules	500000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89066	0.98581	0.84334	0.98193	6097	22	27424.304	500.864	0.9883	0.98451
reads	1500000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93422	0.98245	0.93559	0.98112	12187	43	698026	12921.776	0.89795	0.94113
molecules	1500000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9274	0.98381	0.9318	0.97863	12187	43	38162.064	638.816	0.99391	0.99214
reads	1500000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81939	0.86123	0.82603	0.89272	6092	22	44525.784	141.816	0.68852	0.80111
molecules	1500000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76437	0.85276	0.80097	0.87062	6092	22	2931.016	7.184	0.9705	0.97125
reads	1500000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87784	0.98496	0.82807	0.98193	6097	22	653529.2	12791.168	0.93418	0.92377
molecules	1500000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8854	0.98245	0.83686	0.98193	6097	22	35233.336	632.096	0.99327	0.9893
reads	4000000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.93838	0.98123	0.93872	0.98022	12188	43	1899606.72	32743.584	0.89232	0.94215
molecules	4000000	all	9	125	NA19101	NA	0	1	12192	12192	43	43	201	178	0.92395	0.98143	0.92972	0.97474	12188	43	54178.896	884.168	0.99695	0.99603
reads	4000000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.83136	0.84274	0.83479	0.88594	6093	22	119166.24	368.632	0.67037	0.80031
molecules	4000000	lower	9	125	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74791	0.83648	0.79263	0.84722	6093	22	4313.72	10.64	0.98665	0.98526
reads	4000000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88244	0.9852	0.83433	0.98758	6097	22	1780513.4	32405.664	0.93514	0.92595
molecules	4000000	upper	9	125	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88358	0.97829	0.83584	0.98193	6097	22	49868.224	874.336	0.99591	0.99413
reads	50000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92329	0.96847	0.92949	0.97901	12092	42	23026.208	441.368	0.9535	0.94098
molecules	50000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93181	0.97514	0.93659	0.98142	12092	42	13382.64	249.296	0.96893	0.97074
reads	50000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.7843	0.79466	0.80538	0.88619	5997	21	1491.736	4.808	0.77055	0.79505
molecules	50000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79834	0.81916	0.82079	0.9004	5997	21	903.112	2.728	0.86839	0.89408
reads	50000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87267	0.98142	0.82277	0.98221	6097	22	21535.408	437.064	0.944	0.92605
molecules	50000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88463	0.98408	0.83694	0.9808	6097	22	12480.136	246.808	0.97157	0.96297
reads	250000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93175	0.95135	0.93365	0.9855	12171	42	115104.096	2213.728	0.92503	0.94187
molecules	250000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93792	0.97084	0.93931	0.9815	12171	42	24940.024	442.632	0.98402	0.98393
reads	250000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81245	0.73722	0.82044	0.91643	6076	21	7463.976	24.088	0.74067	0.80347
molecules	250000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81066	0.79176	0.82499	0.90226	6076	21	1778	4.752	0.93017	0.94106
reads	250000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87594	0.98345	0.82545	0.98645	6097	22	107645.064	2191.888	0.93833	0.92514
molecules	250000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89142	0.98498	0.84447	0.97854	6097	22	23163.36	438.272	0.98411	0.97994
reads	500000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93308	0.94336	0.93422	0.9838	12181	42	230269.168	4422.6	0.91278	0.94097
molecules	500000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93474	0.97018	0.93642	0.9804	12181	42	29155.464	507.952	0.98835	0.98775
reads	500000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81702	0.72326	0.8231	0.90596	6086	21	14936.856	46.968	0.71577	0.80132
molecules	500000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.79655	0.79669	0.81538	0.885	6086	21	2147.12	5.424	0.94951	0.95484
reads	500000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87627	0.98389	0.82538	0.98419	6097	22	215341.808	4379.944	0.93719	0.92407
molecules	500000	upper	10	125	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88941	0.98498	0.84146	0.98193	6097	22	27010.04	502.992	0.98808	0.98425
reads	1500000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.93332	0.96581	0.93452	0.98169	12186	43	690869.744	13250.984	0.89835	0.94038
molecules	1500000	all	10	125	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92701	0.98185	0.93118	0.97436	12186	43	37853.04	643.624	0.9936	0.99198
reads	1500000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.81742	0.7913	0.82373	0.89949	6091	22	44802.536	144.048	0.68343	0.80031
molecules	1500000	lower	10	125	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76302	0.83594	0.79838	0.84214	6091	22	2931.72	7.16	0.96995	0.97048
