individual	replicate	well	rmdup	Assigned	Unassigned_Ambiguity	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Unmapped	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_Chimera	Unassigned_Secondary	Unassigned_Nonjunction	Unassigned_Duplicate
NA19101	r3	C02	molecules	180614	3886	0	124332	0	0	0	0	0	0	0
NA19101	r3	C02	reads	1977935	38348	0	1110151	1093796	0	0	0	0	0	0
NA19101	r3	C03	molecules	68495	1345	0	54129	0	0	0	0	0	0	0
NA19101	r3	C03	reads	2906587	54510	0	1363150	1589280	0	0	0	0	0	0
NA19101	r3	C04	molecules	79168	1600	0	62415	0	0	0	0	0	0	0
NA19101	r3	C04	reads	3115811	56047	0	1560317	1626007	0	0	0	0	0	0
NA19101	r3	C05	molecules	71886	1468	0	50824	0	0	0	0	0	0	0
NA19101	r3	C05	reads	3018870	61835	0	1203909	1545705	0	0	0	0	0	0
NA19101	r3	C06	molecules	55774	1188	0	43886	0	0	0	0	0	0	0
NA19101	r3	C06	reads	2473492	50320	0	1129661	1401387	0	0	0	0	0	0
NA19101	r3	C07	molecules	111845	2354	0	75127	0	0	0	0	0	0	0
NA19101	r3	C07	reads	1783049	33223	0	948052	792853	0	0	0	0	0	0
NA19101	r3	C08	molecules	69086	1444	0	54343	0	0	0	0	0	0	0
NA19101	r3	C08	reads	3139576	60851	0	1379813	1687694	0	0	0	0	0	0
NA19101	r3	C09	molecules	15044	235	0	13306	0	0	0	0	0	0	0
NA19101	r3	C09	reads	389419	4105	0	134096	462609	0	0	0	0	0	0
NA19101	r3	C10	molecules	45135	894	0	42385	0	0	0	0	0	0	0
NA19101	r3	C10	reads	2080648	37002	0	1345796	1427870	0	0	0	0	0	0
NA19101	r3	C11	molecules	62470	1286	0	49555	0	0	0	0	0	0	0
NA19101	r3	C11	reads	2753702	56755	0	1376972	1306360	0	0	0	0	0	0
NA19101	r3	C12	molecules	19435	297	0	21412	0	0	0	0	0	0	0
NA19101	r3	C12	reads	624851	5745	0	604694	734901	0	0	0	0	0	0
NA19101	r3	D01	molecules	29209	422	0	27446	0	0	0	0	0	0	0
NA19101	r3	D01	reads	1187649	9932	0	718850	987804	0	0	0	0	0	0
NA19101	r3	D02	molecules	221743	4517	0	130267	0	0	0	0	0	0	0
NA19101	r3	D02	reads	1723433	32538	0	913733	871232	0	0	0	0	0	0
NA19101	r3	D03	molecules	82753	1682	0	65629	0	0	0	0	0	0	0
NA19101	r3	D03	reads	2406917	43640	0	1248522	1347564	0	0	0	0	0	0
NA19101	r3	D04	molecules	19017	318	0	18836	0	0	0	0	0	0	0
NA19101	r3	D04	reads	511694	4666	0	431254	759293	0	0	0	0	0	0
NA19101	r3	D05	molecules	113516	2325	0	78166	0	0	0	0	0	0	0
NA19101	r3	D05	reads	1998051	38843	0	1051850	920466	0	0	0	0	0	0
NA19101	r3	D06	molecules	63450	1317	0	47532	0	0	0	0	0	0	0
NA19101	r3	D06	reads	2522989	47061	0	1131666	1227409	0	0	0	0	0	0
NA19101	r3	D07	molecules	19363	258	0	18261	0	0	0	0	0	0	0
NA19101	r3	D07	reads	652971	5861	0	399302	618512	0	0	0	0	0	0
NA19101	r3	D08	molecules	159892	3251	0	101263	0	0	0	0	0	0	0
NA19101	r3	D08	reads	1911558	35310	0	1001806	989383	0	0	0	0	0	0
NA19101	r3	D09	molecules	12325	213	0	13872	0	0	0	0	0	0	0
NA19101	r3	D09	reads	252698	3760	0	208269	477361	0	0	0	0	0	0
NA19101	r3	D10	molecules	96773	2017	0	71341	0	0	0	0	0	0	0
NA19101	r3	D10	reads	2401012	44969	0	1256902	1121471	0	0	0	0	0	0
NA19101	r3	D11	molecules	171366	3615	0	119728	0	0	0	0	0	0	0
NA19101	r3	D11	reads	2230214	41189	0	1306295	1276165	0	0	0	0	0	0
NA19101	r3	D12	molecules	55981	1188	0	53097	0	0	0	0	0	0	0
NA19101	r3	D12	reads	2387310	45717	0	1681139	1492886	0	0	0	0	0	0
NA19101	r3	E01	molecules	43631	840	0	31316	0	0	0	0	0	0	0
NA19101	r3	E01	reads	842213	15655	0	443376	954691	0	0	0	0	0	0
NA19101	r3	E02	molecules	69757	1450	0	53732	0	0	0	0	0	0	0
NA19101	r3	E02	reads	2897673	54925	0	1321806	1408946	0	0	0	0	0	0
NA19101	r3	E03	molecules	70496	1348	0	50756	0	0	0	0	0	0	0
NA19101	r3	E03	reads	1928853	34117	0	953662	1218428	0	0	0	0	0	0
NA19101	r3	E04	molecules	59254	1105	0	47139	0	0	0	0	0	0	0
NA19101	r3	E04	reads	2720139	46013	0	1336309	1575902	0	0	0	0	0	0
NA19101	r3	E05	molecules	141853	2853	0	94835	0	0	0	0	0	0	0
NA19101	r3	E05	reads	1642832	29443	0	970429	937606	0	0	0	0	0	0
NA19101	r3	E06	molecules	63564	1274	0	52351	0	0	0	0	0	0	0
NA19101	r3	E06	reads	2697045	49184	0	1413796	1845755	0	0	0	0	0	0
NA19101	r3	E07	molecules	65681	1362	0	48806	0	0	0	0	0	0	0
NA19101	r3	E07	reads	2519768	48295	0	1142820	1363028	0	0	0	0	0	0
NA19101	r3	E08	molecules	25431	366	0	20616	0	0	0	0	0	0	0
NA19101	r3	E08	reads	773424	5595	0	382118	922955	0	0	0	0	0	0
NA19101	r3	E09	molecules	71002	1395	0	57781	0	0	0	0	0	0	0
NA19101	r3	E09	reads	2953694	54958	0	1487798	1514797	0	0	0	0	0	0
NA19101	r3	E10	molecules	35406	608	0	26341	0	0	0	0	0	0	0
NA19101	r3	E10	reads	951577	14233	0	444165	801717	0	0	0	0	0	0
NA19101	r3	E11	molecules	68404	1207	0	67298	0	0	0	0	0	0	0
NA19101	r3	E11	reads	2761339	43939	0	2030448	1687384	0	0	0	0	0	0
NA19101	r3	E12	molecules	141997	2733	0	100844	0	0	0	0	0	0	0
NA19101	r3	E12	reads	1843738	32197	0	1116148	989003	0	0	0	0	0	0
NA19101	r3	F01	molecules	93327	1835	0	69355	0	0	0	0	0	0	0
NA19101	r3	F01	reads	3147635	61355	0	1492883	1503977	0	0	0	0	0	0
NA19101	r3	F02	molecules	67901	1368	0	51154	0	0	0	0	0	0	0
NA19101	r3	F02	reads	3142852	57017	0	1394761	1718358	0	0	0	0	0	0
NA19101	r3	F03	molecules	50585	989	0	41405	0	0	0	0	0	0	0
NA19101	r3	F03	reads	2002158	36434	0	1028670	1292868	0	0	0	0	0	0
NA19101	r3	F04	molecules	134047	2813	0	91122	0	0	0	0	0	0	0
NA19101	r3	F04	reads	2142394	41509	0	1153045	1211468	0	0	0	0	0	0
NA19101	r3	F05	molecules	156602	3359	0	104958	0	0	0	0	0	0	0
NA19101	r3	F05	reads	1941017	37581	0	1102323	1131432	0	0	0	0	0	0
NA19101	r3	F06	molecules	135592	2809	0	91702	0	0	0	0	0	0	0
NA19101	r3	F06	reads	2164009	43101	0	1165988	1141400	0	0	0	0	0	0
NA19101	r3	F07	molecules	50698	1023	0	43833	0	0	0	0	0	0	0
NA19101	r3	F07	reads	2390900	46523	0	1342388	1409679	0	0	0	0	0	0
NA19101	r3	F08	molecules	64768	1314	0	49722	0	0	0	0	0	0	0
NA19101	r3	F08	reads	2860987	51925	0	1350908	1487059	0	0	0	0	0	0
NA19101	r3	F09	molecules	19797	344	0	16313	0	0	0	0	0	0	0
NA19101	r3	F09	reads	343178	3600	0	235572	529606	0	0	0	0	0	0
NA19101	r3	F10	molecules	135158	2802	0	93940	0	0	0	0	0	0	0
NA19101	r3	F10	reads	2016808	38134	0	1140174	1116574	0	0	0	0	0	0
NA19101	r3	F11	molecules	68201	1389	0	51536	0	0	0	0	0	0	0
NA19101	r3	F11	reads	3157824	57757	0	1441951	1617251	0	0	0	0	0	0
NA19101	r3	F12	molecules	66187	1383	0	43708	0	0	0	0	0	0	0
NA19101	r3	F12	reads	2640114	51120	0	951439	1205228	0	0	0	0	0	0
NA19101	r3	G01	molecules	59817	1190	0	49960	0	0	0	0	0	0	0
NA19101	r3	G01	reads	2903634	52346	0	1430619	1765973	0	0	0	0	0	0
NA19101	r3	G02	molecules	27762	474	0	23898	0	0	0	0	0	0	0
NA19101	r3	G02	reads	800641	8923	0	529204	977008	0	0	0	0	0	0
NA19101	r3	G03	molecules	62606	1263	0	50449	0	0	0	0	0	0	0
NA19101	r3	G03	reads	2728465	50161	0	1289629	1466881	0	0	0	0	0	0
NA19101	r3	G04	molecules	172123	3547	0	121546	0	0	0	0	0	0	0
NA19101	r3	G04	reads	1759348	34052	0	1158841	1053565	0	0	0	0	0	0
NA19101	r3	G05	molecules	78238	1614	0	54727	0	0	0	0	0	0	0
NA19101	r3	G05	reads	2834952	57020	0	1258579	1576251	0	0	0	0	0	0
NA19101	r3	G06	molecules	61680	1291	0	48147	0	0	0	0	0	0	0
NA19101	r3	G06	reads	2532050	48617	0	1366968	1804626	0	0	0	0	0	0
NA19101	r3	G07	molecules	65626	1250	0	56529	0	0	0	0	0	0	0
NA19101	r3	G07	reads	2849330	49751	0	1527346	1596169	0	0	0	0	0	0
NA19101	r3	G08	molecules	51517	962	0	42111	0	0	0	0	0	0	0
NA19101	r3	G08	reads	2215492	38204	0	1199538	1478689	0	0	0	0	0	0
NA19101	r3	G09	molecules	20422	280	0	17949	0	0	0	0	0	0	0
NA19101	r3	G09	reads	645652	4801	0	432274	806200	0	0	0	0	0	0
NA19101	r3	G10	molecules	49327	1058	0	37210	0	0	0	0	0	0	0
NA19101	r3	G10	reads	2279369	46784	0	1003970	1442634	0	0	0	0	0	0
NA19101	r3	G11	molecules	54822	1076	0	41265	0	0	0	0	0	0	0
NA19101	r3	G11	reads	2350115	43859	0	1133898	1154911	0	0	0	0	0	0
NA19101	r3	G12	molecules	52898	1051	0	40151	0	0	0	0	0	0	0
NA19101	r3	G12	reads	2451969	47068	0	1114746	1609381	0	0	0	0	0	0
NA19101	r3	H01	molecules	26040	357	0	24391	0	0	0	0	0	0	0
NA19101	r3	H01	reads	957398	8783	0	651362	990005	0	0	0	0	0	0
NA19101	r3	H02	molecules	28453	431	0	24299	0	0	0	0	0	0	0
NA19101	r3	H02	reads	1000621	13726	0	549299	919507	0	0	0	0	0	0
NA19101	r3	H03	molecules	27395	433	0	26607	0	0	0	0	0	0	0
NA19101	r3	H03	reads	905476	9343	0	673156	1135735	0	0	0	0	0	0
NA19101	r3	H04	molecules	186412	3943	0	115842	0	0	0	0	0	0	0
NA19101	r3	H04	reads	2048313	39831	0	1094390	1133408	0	0	0	0	0	0
NA19101	r3	H05	molecules	76764	1547	0	53841	0	0	0	0	0	0	0
NA19101	r3	H05	reads	3337643	67218	0	1367872	1680635	0	0	0	0	0	0
NA19101	r3	H06	molecules	112319	2428	0	87970	0	0	0	0	0	0	0
NA19101	r3	H06	reads	1940439	38848	0	1298341	1223257	0	0	0	0	0	0
NA19101	r3	H07	molecules	17523	266	0	15467	0	0	0	0	0	0	0
NA19101	r3	H07	reads	509980	6287	0	314743	731860	0	0	0	0	0	0
NA19101	r3	H08	molecules	57876	1141	0	44689	0	0	0	0	0	0	0
NA19101	r3	H08	reads	2805199	51787	0	1140207	1388296	0	0	0	0	0	0
NA19101	r3	H09	molecules	20405	314	0	17460	0	0	0	0	0	0	0
NA19101	r3	H09	reads	621583	5320	0	392242	746066	0	0	0	0	0	0
NA19101	r3	H10	molecules	41553	909	0	28812	0	0	0	0	0	0	0
NA19101	r3	H10	reads	2064989	44108	0	859718	1252504	0	0	0	0	0	0
NA19101	r3	H11	molecules	42037	842	0	35319	0	0	0	0	0	0	0
NA19101	r3	H11	reads	2019828	37836	0	1144385	1406567	0	0	0	0	0	0
NA19101	r3	H12	molecules	126949	2643	0	80994	0	0	0	0	0	0	0
NA19101	r3	H12	reads	1536634	30230	0	859420	877811	0	0	0	0	0	0
NA19239	r1	A01	molecules	64827	1261	0	45913	0	0	0	0	0	0	0
NA19239	r1	A01	reads	2141503	39346	0	998026	1330513	0	0	0	0	0	0
NA19239	r1	A02	molecules	37582	734	0	29510	0	0	0	0	0	0	0
NA19239	r1	A02	reads	812724	12441	0	658651	931682	0	0	0	0	0	0
NA19239	r1	A03	molecules	57253	1224	0	41666	0	0	0	0	0	0	0
NA19239	r1	A03	reads	1832641	39254	0	965767	1322696	0	0	0	0	0	0
NA19239	r1	A04	molecules	40323	803	0	28232	0	0	0	0	0	0	0
NA19239	r1	A04	reads	996205	17861	0	394239	782202	0	0	0	0	0	0
NA19239	r1	A05	molecules	65226	1326	0	43837	0	0	0	0	0	0	0
NA19239	r1	A05	reads	2022528	40004	0	665945	1320490	0	0	0	0	0	0
NA19239	r1	A06	molecules	62464	1290	0	45058	0	0	0	0	0	0	0
NA19239	r1	A06	reads	1810252	32641	0	778858	1380201	0	0	0	0	0	0
NA19239	r1	A07	molecules	43106	799	0	31483	0	0	0	0	0	0	0
NA19239	r1	A07	reads	1069267	16315	0	525944	963058	0	0	0	0	0	0
NA19239	r1	A08	molecules	52019	1151	0	35249	0	0	0	0	0	0	0
NA19239	r1	A08	reads	1502103	31793	0	640143	1102838	0	0	0	0	0	0
NA19239	r1	A09	molecules	70075	1509	0	52388	0	0	0	0	0	0	0
NA19239	r1	A09	reads	2108303	42472	0	1198466	1391490	0	0	0	0	0	0
NA19239	r1	A10	molecules	53698	1095	0	41659	0	0	0	0	0	0	0
NA19239	r1	A10	reads	1479778	27631	0	713834	1109973	0	0	0	0	0	0
NA19239	r1	A11	molecules	44500	922	0	35927	0	0	0	0	0	0	0
NA19239	r1	A11	reads	1082739	21776	0	638418	953924	0	0	0	0	0	0
NA19239	r1	A12	molecules	43015	883	0	34914	0	0	0	0	0	0	0
NA19239	r1	A12	reads	978482	19666	0	502929	933800	0	0	0	0	0	0
NA19239	r1	B01	molecules	37228	691	0	36532	0	0	0	0	0	0	0
NA19239	r1	B01	reads	668061	9458	0	821189	967979	0	0	0	0	0	0
NA19239	r1	B02	molecules	75445	1549	0	57275	0	0	0	0	0	0	0
NA19239	r1	B02	reads	2357142	48804	0	1239672	1356781	0	0	0	0	0	0
NA19239	r1	B03	molecules	61107	1201	0	43558	0	0	0	0	0	0	0
NA19239	r1	B03	reads	1784509	35306	0	844694	1111932	0	0	0	0	0	0
NA19239	r1	B04	molecules	52455	997	0	45910	0	0	0	0	0	0	0
NA19239	r1	B04	reads	1450936	22951	0	1009154	1381504	0	0	0	0	0	0
NA19239	r1	B05	molecules	48343	928	0	37512	0	0	0	0	0	0	0
NA19239	r1	B05	reads	1213448	21035	0	614029	985157	0	0	0	0	0	0
NA19239	r1	B06	molecules	67573	1283	0	56110	0	0	0	0	0	0	0
NA19239	r1	B06	reads	1841310	34975	0	1179331	1182393	0	0	0	0	0	0
NA19239	r1	B07	molecules	48550	1000	0	37170	0	0	0	0	0	0	0
NA19239	r1	B07	reads	1284547	23441	0	691631	945733	0	0	0	0	0	0
NA19239	r1	B08	molecules	74672	1668	0	48533	0	0	0	0	0	0	0
NA19239	r1	B08	reads	2293696	52059	0	888271	1271575	0	0	0	0	0	0
NA19239	r1	B09	molecules	88844	1844	0	62765	0	0	0	0	0	0	0
NA19239	r1	B09	reads	2503318	52324	0	1164403	1274815	0	0	0	0	0	0
NA19239	r1	B10	molecules	53263	1022	0	47792	0	0	0	0	0	0	0
NA19239	r1	B10	reads	1407834	23839	0	932310	1041477	0	0	0	0	0	0
NA19239	r1	B11	molecules	84089	1764	0	49052	0	0	0	0	0	0	0
NA19239	r1	B11	reads	1949499	40275	0	634687	885161	0	0	0	0	0	0
NA19239	r1	B12	molecules	68327	1497	0	46144	0	0	0	0	0	0	0
NA19239	r1	B12	reads	2169481	42074	0	772477	1207496	0	0	0	0	0	0
NA19239	r1	C01	molecules	56332	1179	0	39482	0	0	0	0	0	0	0
NA19239	r1	C01	reads	1574021	32608	0	689407	1433876	0	0	0	0	0	0
NA19239	r1	C02	molecules	96893	1968	0	65037	0	0	0	0	0	0	0
NA19239	r1	C02	reads	3129508	60600	0	1272651	1612450	0	0	0	0	0	0
NA19239	r1	C03	molecules	83052	1754	0	56042	0	0	0	0	0	0	0
NA19239	r1	C03	reads	2658086	57290	0	982847	1711363	0	0	0	0	0	0
NA19239	r1	C04	molecules	105422	2100	0	80099	0	0	0	0	0	0	0
NA19239	r1	C04	reads	2324202	43118	0	1213509	1457688	0	0	0	0	0	0
NA19239	r1	C05	molecules	90347	1946	0	57261	0	0	0	0	0	0	0
NA19239	r1	C05	reads	2753358	58353	0	975521	1483352	0	0	0	0	0	0
NA19239	r1	C06	molecules	77085	1595	0	55283	0	0	0	0	0	0	0
NA19239	r1	C06	reads	2389523	49137	0	956409	1349975	0	0	0	0	0	0
NA19239	r1	C07	molecules	34659	657	0	28006	0	0	0	0	0	0	0
NA19239	r1	C07	reads	912307	12935	0	609816	724179	0	0	0	0	0	0
NA19239	r1	C08	molecules	70041	1500	0	47766	0	0	0	0	0	0	0
NA19239	r1	C08	reads	2258950	44862	0	939551	1505782	0	0	0	0	0	0
NA19239	r1	C09	molecules	74511	1600	0	48290	0	0	0	0	0	0	0
NA19239	r1	C09	reads	2397382	49733	0	845805	1377379	0	0	0	0	0	0
NA19239	r1	C10	molecules	78161	1641	0	52360	0	0	0	0	0	0	0
NA19239	r1	C10	reads	2362441	50453	0	911817	1261930	0	0	0	0	0	0
NA19239	r1	C11	molecules	62709	1254	0	52174	0	0	0	0	0	0	0
NA19239	r1	C11	reads	1722073	30128	0	992942	1399354	0	0	0	0	0	0
NA19239	r1	C12	molecules	91987	2001	0	57917	0	0	0	0	0	0	0
NA19239	r1	C12	reads	2656737	57072	0	938939	1232792	0	0	0	0	0	0
NA19239	r1	D01	molecules	82446	1705	0	55995	0	0	0	0	0	0	0
NA19239	r1	D01	reads	2990741	61099	0	1197899	1631791	0	0	0	0	0	0
NA19239	r1	D02	molecules	70116	1524	0	51830	0	0	0	0	0	0	0
NA19239	r1	D02	reads	2181424	46190	0	1093220	1352208	0	0	0	0	0	0
NA19239	r1	D03	molecules	63336	1338	0	47440	0	0	0	0	0	0	0
NA19239	r1	D03	reads	1958507	41525	0	1061465	1536683	0	0	0	0	0	0
NA19239	r1	D04	molecules	83493	1695	0	60812	0	0	0	0	0	0	0
NA19239	r1	D04	reads	2725613	49182	0	1217028	1722790	0	0	0	0	0	0
NA19239	r1	D05	molecules	81165	1610	0	59087	0	0	0	0	0	0	0
NA19239	r1	D05	reads	2086901	38492	0	932080	1389327	0	0	0	0	0	0
NA19239	r1	D06	molecules	82305	1764	0	55189	0	0	0	0	0	0	0
NA19239	r1	D06	reads	2239253	45030	0	950391	1030298	0	0	0	0	0	0
NA19239	r1	D07	molecules	33839	646	0	29393	0	0	0	0	0	0	0
NA19239	r1	D07	reads	681121	10619	0	670778	775441	0	0	0	0	0	0
NA19239	r1	D08	molecules	85374	1814	0	56783	0	0	0	0	0	0	0
NA19239	r1	D08	reads	2803987	58909	0	1095991	1469883	0	0	0	0	0	0
NA19239	r1	D09	molecules	76224	1681	0	51165	0	0	0	0	0	0	0
NA19239	r1	D09	reads	2509520	54625	0	1033019	1450125	0	0	0	0	0	0
NA19239	r1	D10	molecules	55514	1133	0	41235	0	0	0	0	0	0	0
NA19239	r1	D10	reads	1569241	29177	0	790619	1241907	0	0	0	0	0	0
NA19239	r1	D11	molecules	79081	1676	0	61193	0	0	0	0	0	0	0
NA19239	r1	D11	reads	2560796	55330	0	1301949	1569241	0	0	0	0	0	0
NA19239	r1	D12	molecules	62452	1253	0	52052	0	0	0	0	0	0	0
NA19239	r1	D12	reads	1854623	34281	0	1186916	1407968	0	0	0	0	0	0
NA19239	r1	E01	molecules	88471	1858	0	55866	0	0	0	0	0	0	0
NA19239	r1	E01	reads	2728968	54357	0	1049209	1807822	0	0	0	0	0	0
NA19239	r1	E02	molecules	95240	2049	0	58318	0	0	0	0	0	0	0
NA19239	r1	E02	reads	2612346	54364	0	999984	1166759	0	0	0	0	0	0
NA19239	r1	E03	molecules	65082	1327	0	40877	0	0	0	0	0	0	0
NA19239	r1	E03	reads	1606493	29316	0	630010	1251193	0	0	0	0	0	0
NA19239	r1	E04	molecules	60001	1277	0	41989	0	0	0	0	0	0	0
NA19239	r1	E04	reads	1809479	35248	0	732862	1374239	0	0	0	0	0	0
NA19239	r1	E05	molecules	22359	431	0	15954	0	0	0	0	0	0	0
NA19239	r1	E05	reads	192525	2907	0	106319	301076	0	0	0	0	0	0
NA19239	r1	E06	molecules	62228	1295	0	42610	0	0	0	0	0	0	0
NA19239	r1	E06	reads	1617702	31364	0	691716	1370103	0	0	0	0	0	0
NA19239	r1	E07	molecules	84722	1776	0	57119	0	0	0	0	0	0	0
NA19239	r1	E07	reads	2446549	49103	0	1131928	1312003	0	0	0	0	0	0
NA19239	r1	E08	molecules	92648	1944	0	59247	0	0	0	0	0	0	0
NA19239	r1	E08	reads	3194358	68431	0	1173284	1777923	0	0	0	0	0	0
NA19239	r1	E09	molecules	83015	1822	0	52956	0	0	0	0	0	0	0
NA19239	r1	E09	reads	2730897	58938	0	986128	1425799	0	0	0	0	0	0
NA19239	r1	E10	molecules	64729	1292	0	44122	0	0	0	0	0	0	0
NA19239	r1	E10	reads	1620837	31599	0	682272	1109625	0	0	0	0	0	0
NA19239	r1	E11	molecules	72774	1554	0	49297	0	0	0	0	0	0	0
NA19239	r1	E11	reads	2194852	43706	0	958243	1335427	0	0	0	0	0	0
NA19239	r1	E12	molecules	78119	1612	0	57633	0	0	0	0	0	0	0
NA19239	r1	E12	reads	2554775	49011	0	1101238	1646405	0	0	0	0	0	0
NA19239	r1	F01	molecules	94022	1916	0	64370	0	0	0	0	0	0	0
NA19239	r1	F01	reads	2556293	47791	0	1199274	1346372	0	0	0	0	0	0
NA19239	r1	F02	molecules	69036	1421	0	48598	0	0	0	0	0	0	0
NA19239	r1	F02	reads	2086034	37980	0	1016696	1380442	0	0	0	0	0	0
NA19239	r1	F03	molecules	56222	1143	0	36768	0	0	0	0	0	0	0
NA19239	r1	F03	reads	1549986	31144	0	635357	1129116	0	0	0	0	0	0
NA19239	r1	F04	molecules	82322	1746	0	57418	0	0	0	0	0	0	0
NA19239	r1	F04	reads	2588449	52171	0	1141581	1604317	0	0	0	0	0	0
NA19239	r1	F05	molecules	35729	637	0	27325	0	0	0	0	0	0	0
NA19239	r1	F05	reads	517987	4767	0	353280	730861	0	0	0	0	0	0
NA19239	r1	F06	molecules	90176	1939	0	61409	0	0	0	0	0	0	0
NA19239	r1	F06	reads	2715541	50846	0	1091949	1668411	0	0	0	0	0	0
NA19239	r1	F07	molecules	77639	1637	0	52941	0	0	0	0	0	0	0
NA19239	r1	F07	reads	2350195	48878	0	1024251	1223891	0	0	0	0	0	0
NA19239	r1	F08	molecules	73533	1521	0	48317	0	0	0	0	0	0	0
NA19239	r1	F08	reads	2119366	42529	0	945600	1322378	0	0	0	0	0	0
NA19239	r1	F09	molecules	77426	1649	0	50353	0	0	0	0	0	0	0
NA19239	r1	F09	reads	2271358	46842	0	900659	1200339	0	0	0	0	0	0
NA19239	r1	F10	molecules	65319	1426	0	44993	0	0	0	0	0	0	0
NA19239	r1	F10	reads	2103639	46648	0	755955	1430746	0	0	0	0	0	0
NA19239	r1	F11	molecules	42901	930	0	30853	0	0	0	0	0	0	0
NA19239	r1	F11	reads	990505	18605	0	417661	899259	0	0	0	0	0	0
NA19239	r1	F12	molecules	61335	1230	0	40647	0	0	0	0	0	0	0
NA19239	r1	F12	reads	1482672	28884	0	550554	1064767	0	0	0	0	0	0
NA19239	r1	G01	molecules	64113	1323	0	42972	0	0	0	0	0	0	0
NA19239	r1	G01	reads	1724630	35864	0	696504	1593415	0	0	0	0	0	0
NA19239	r1	G02	molecules	64846	1287	0	47352	0	0	0	0	0	0	0
NA19239	r1	G02	reads	2007910	34850	0	1069996	1549795	0	0	0	0	0	0
NA19239	r1	G03	molecules	69754	1482	0	47853	0	0	0	0	0	0	0
NA19239	r1	G03	reads	2231491	43585	0	929524	1340813	0	0	0	0	0	0
NA19239	r1	G04	molecules	48112	957	0	31930	0	0	0	0	0	0	0
NA19239	r1	G04	reads	1067808	19217	0	405469	1055432	0	0	0	0	0	0
NA19239	r1	G05	molecules	30862	590	0	23065	0	0	0	0	0	0	0
NA19239	r1	G05	reads	362193	5185	0	255022	528792	0	0	0	0	0	0
NA19239	r1	G06	molecules	46707	872	0	33081	0	0	0	0	0	0	0
NA19239	r1	G06	reads	984719	16409	0	460965	990875	0	0	0	0	0	0
NA19239	r1	G07	molecules	46173	968	0	31697	0	0	0	0	0	0	0
NA19239	r1	G07	reads	1143623	21815	0	511421	1040798	0	0	0	0	0	0
NA19239	r1	G08	molecules	35613	742	0	23854	0	0	0	0	0	0	0
NA19239	r1	G08	reads	540781	8304	0	280573	778850	0	0	0	0	0	0
NA19239	r1	G09	molecules	49180	1040	0	34681	0	0	0	0	0	0	0
NA19239	r1	G09	reads	1349672	28017	0	684116	975952	0	0	0	0	0	0
NA19239	r1	G10	molecules	50017	1022	0	33229	0	0	0	0	0	0	0
NA19239	r1	G10	reads	1358489	25865	0	511957	1095136	0	0	0	0	0	0
NA19239	r1	G11	molecules	62519	1329	0	44343	0	0	0	0	0	0	0
NA19239	r1	G11	reads	1930178	39860	0	823968	1139078	0	0	0	0	0	0
NA19239	r1	G12	molecules	57719	1245	0	40759	0	0	0	0	0	0	0
NA19239	r1	G12	reads	1686845	29109	0	708473	1552132	0	0	0	0	0	0
NA19239	r1	H01	molecules	78701	1625	0	60525	0	0	0	0	0	0	0
NA19239	r1	H01	reads	2302232	43152	0	1326393	1902276	0	0	0	0	0	0
NA19239	r1	H02	molecules	34699	668	0	19953	0	0	0	0	0	0	0
NA19239	r1	H02	reads	395072	5892	0	130553	505469	0	0	0	0	0	0
NA19239	r1	H03	molecules	76340	1590	0	50596	0	0	0	0	0	0	0
NA19239	r1	H03	reads	2736757	54030	0	1067078	1787540	0	0	0	0	0	0
NA19239	r1	H04	molecules	69676	1435	0	47063	0	0	0	0	0	0	0
NA19239	r1	H04	reads	2382845	46448	0	1110892	1834247	0	0	0	0	0	0
NA19239	r1	H05	molecules	50186	1035	0	29475	0	0	0	0	0	0	0
NA19239	r1	H05	reads	1094773	19387	0	396416	993459	0	0	0	0	0	0
NA19239	r1	H06	molecules	75447	1611	0	52725	0	0	0	0	0	0	0
NA19239	r1	H06	reads	2566244	53553	0	1229586	1813755	0	0	0	0	0	0
NA19239	r1	H07	molecules	69102	1509	0	47721	0	0	0	0	0	0	0
NA19239	r1	H07	reads	2356764	50027	0	1032007	1594968	0	0	0	0	0	0
NA19239	r1	H08	molecules	55831	1153	0	42585	0	0	0	0	0	0	0
NA19239	r1	H08	reads	1574684	25626	0	991241	1382014	0	0	0	0	0	0
NA19239	r1	H09	molecules	84691	1676	0	58901	0	0	0	0	0	0	0
NA19239	r1	H09	reads	2871827	52973	0	1432294	1585488	0	0	0	0	0	0
NA19239	r1	H10	molecules	61040	1302	0	40071	0	0	0	0	0	0	0
NA19239	r1	H10	reads	2199603	49628	0	940986	1405516	0	0	0	0	0	0
NA19239	r1	H11	molecules	56968	1232	0	32848	0	0	0	0	0	0	0
NA19239	r1	H11	reads	1886081	37721	0	594437	1267207	0	0	0	0	0	0
NA19239	r1	H12	molecules	33343	704	0	19187	0	0	0	0	0	0	0
NA19239	r1	H12	reads	792108	17248	0	247908	682098	0	0	0	0	0	0
NA19239	r2	A01	molecules	48260	983	0	32658	0	0	0	0	0	0	0
NA19239	r2	A01	reads	1400335	26685	0	602778	783743	0	0	0	0	0	0
NA19239	r2	A02	molecules	55204	1210	0	41790	0	0	0	0	0	0	0
NA19239	r2	A02	reads	1792880	43050	0	960144	1135003	0	0	0	0	0	0
